pid,group,matrix_name,together,opposed,pull
171,Human,MDvsMIP/MJP,6,6,0
171,Human,FAVvsP,0,0,0
172,Human,FAVvsMJP,5.5,6.5,1
172,Human,MDvsMIP/MJP,4,6,2
172,Human,FAVvsP,5,5.5,0.5
173,Human,FAVvsMJP,6,6,0
173,Human,MDvsMIP/MJP,0,0,0
173,Human,FAVvsP,0,0,0
174,Human,FAVvsMJP,3,9,6
174,Human,MDvsMIP/MJP,3,6,3
174,Human,FAVvsP,0,0,0
175,Human,FAVvsMJP,8,8,0
175,Human,MDvsMIP/MJP,4,4,0
175,Human,FAVvsP,4,8,4
176,Human,FAVvsMJP,4.5,5,0.5
176,Human,MDvsMIP/MJP,7,7.5,0.5
176,Human,FAVvsP,5.5,4.5,-1
177,Human,FAVvsMJP,5,7,2
177,Human,MDvsMIP/MJP,3,8,5
177,Human,FAVvsP,0,1.5,1.5
178,Human,FAVvsMJP,5.5,8.5,3
178,Human,MDvsMIP/MJP,2.5,5.5,3
178,Human,FAVvsP,4.5,9.5,5
179,Human,FAVvsMJP,0,9,9
179,Human,MDvsMIP/MJP,0,0,0
179,Human,FAVvsP,0,0,0
180,Human,FAVvsMJP,0,12,12
180,Human,MDvsMIP/MJP,0,6,6
180,Human,FAVvsP,0,12,12
181,Human,FAVvsMJP,6,6,0
181,Human,MDvsMIP/MJP,4.5,0,-4.5
181,Human,FAVvsP,0,1.5,1.5
182,Human,FAVvsMJP,9.5,8.5,-1
182,Human,MDvsMIP/MJP,6.5,10,3.5
182,Human,FAVvsP,10.5,7,-3.5
183,Human,FAVvsMJP,4.5,7,2.5
183,Human,MDvsMIP/MJP,1.5,4.5,3
183,Human,FAVvsP,4.5,5.5,1
184,Human,FAVvsMJP,3,6,3
184,Human,MDvsMIP/MJP,3.5,5,1.5
184,Human,FAVvsP,11,4,-7
185,Human,FAVvsMJP,0,12,12
185,Human,MDvsMIP/MJP,0,3,3
185,Human,FAVvsP,6.5,3,-3.5
186,Human,FAVvsMJP,6,6,0
186,Human,MDvsMIP/MJP,0,0,0
186,Human,FAVvsP,0,0,0
187,Human,FAVvsMJP,7,7.5,0.5
187,Human,MDvsMIP/MJP,6.5,5.5,-1
187,Human,FAVvsP,8,7.5,-0.5
188,Human,FAVvsMJP,4,3,-1
188,Human,MDvsMIP/MJP,5,8.5,3.5
188,Human,FAVvsP,1.5,9.5,8
189,Human,FAVvsMJP,7,8.5,1.5
189,Human,MDvsMIP/MJP,5.5,7,1.5
189,Human,FAVvsP,7.5,6,-1.5
190,Human,FAVvsMJP,4,7.5,3.5
190,Human,MDvsMIP/MJP,4,7,3
190,Human,FAVvsP,3,4,1
191,Human,FAVvsMJP,0,9,9
191,Human,MDvsMIP/MJP,0,0,0
191,Human,FAVvsP,0,6,6
192,Human,FAVvsMJP,6,6,0
192,Human,MDvsMIP/MJP,0,4.5,4.5
192,Human,FAVvsP,0,6,6
193,Human,FAVvsMJP,5.5,6.5,1
193,Human,MDvsMIP/MJP,6,5,-1
193,Human,FAVvsP,0,0.5,0.5
194,Human,FAVvsMJP,9,2.5,-6.5
194,Human,MDvsMIP/MJP,9,8.5,-0.5
194,Human,FAVvsP,5,0,-5
195,Human,FAVvsMJP,5.5,5.5,0
195,Human,MDvsMIP/MJP,6,9,3
195,Human,FAVvsP,0,1.5,1.5
196,Human,FAVvsMJP,2,9,7
196,Human,MDvsMIP/MJP,0,0,0
196,Human,FAVvsP,0,7.5,7.5
197,Human,FAVvsMJP,3,6.5,3.5
197,Human,MDvsMIP/MJP,2,0,-2
197,Human,FAVvsP,0,2,2
198,Human,FAVvsMJP,4.5,2,-2.5
198,Human,MDvsMIP/MJP,5.5,2.5,-3
198,Human,FAVvsP,5.5,7.5,2
199,Human,FAVvsMJP,0,12,12
199,Human,MDvsMIP/MJP,0,0,0
199,Human,FAVvsP,0,12,12
200,Human,FAVvsMJP,0,12,12
200,Human,MDvsMIP/MJP,3,6,3
200,Human,FAVvsP,0,12,12
201,Human,FAVvsMJP,5,6,1
201,Human,MDvsMIP/MJP,1.5,5,3.5
201,Human,FAVvsP,7.5,6,-1.5
202,Human,FAVvsMJP,6,8.5,2.5
202,Human,MDvsMIP/MJP,4,9,5
202,Human,FAVvsP,4.5,12,7.5
203,Human,FAVvsMJP,5,7,2
203,Human,MDvsMIP/MJP,1.5,6.5,5
203,Human,FAVvsP,0,3.5,3.5
204,Human,FAVvsMJP,0.5,7.5,7
204,Human,MDvsMIP/MJP,2.5,5.5,3
204,Human,FAVvsP,3,11,8
205,Human,FAVvsMJP,6.5,10.5,4
205,Human,MDvsMIP/MJP,6,5.5,-0.5
205,Human,FAVvsP,8.5,3.5,-5
206,Human,FAVvsMJP,0.5,9,8.5
206,Human,MDvsMIP/MJP,2.5,9,6.5
206,Human,FAVvsP,0,6.5,6.5
207,Human,FAVvsMJP,0,12,12
207,Human,MDvsMIP/MJP,0,0,0
207,Human,FAVvsP,0,12,12
208,Human,FAVvsMJP,2,9.5,7.5
208,Human,MDvsMIP/MJP,0,7,7
208,Human,FAVvsP,0,5,5
209,Human,FAVvsMJP,7.5,6,-1.5
209,Human,MDvsMIP/MJP,8,6,-2
209,Human,FAVvsP,4.5,6.5,2
210,Human,FAVvsMJP,0,9,9
210,Human,MDvsMIP/MJP,0,0,0
210,Human,FAVvsP,0,2.5,2.5
211,Human,FAVvsMJP,2.5,9.5,7
211,Human,MDvsMIP/MJP,0,0,0
211,Human,FAVvsP,3,6,3
212,Human,FAVvsMJP,1.5,9,7.5
212,Human,MDvsMIP/MJP,1.5,8.5,7
212,Human,FAVvsP,0,8.5,8.5
213,Human,FAVvsMJP,5,5,0
213,Human,MDvsMIP/MJP,4,7.5,3.5
213,Human,FAVvsP,11.5,3,-8.5
214,Human,FAVvsMJP,10,0.5,-9.5
214,Human,MDvsMIP/MJP,9,10.5,1.5
214,Human,FAVvsP,10,0,-10
215,Human,FAVvsMJP,3.5,3.5,0
215,Human,MDvsMIP/MJP,4,5.5,1.5
215,Human,FAVvsP,7,7,0
216,Human,FAVvsMJP,4.5,9,4.5
216,Human,MDvsMIP/MJP,1.5,7.5,6
216,Human,FAVvsP,0,6,6
217,Human,FAVvsMJP,4,8.5,4.5
217,Human,MDvsMIP/MJP,0,0,0
217,Human,FAVvsP,0,3,3
218,Human,FAVvsMJP,4.5,10,5.5
218,Human,MDvsMIP/MJP,0.5,2.5,2
218,Human,FAVvsP,3,7,4
219,Human,FAVvsMJP,6,7.5,1.5
219,Human,MDvsMIP/MJP,4.5,5,0.5
219,Human,FAVvsP,0.5,1,0.5
220,Human,FAVvsMJP,3.5,5,1.5
220,Human,MDvsMIP/MJP,6.5,8,1.5
220,Human,FAVvsP,9,7,-2
221,Human,FAVvsMJP,1.5,0,-1.5
221,Human,MDvsMIP/MJP,6,5,-1
221,Human,FAVvsP,7,0,-7
222,Human,FAVvsMJP,9.5,6.5,-3
222,Human,MDvsMIP/MJP,4,2,-2
222,Human,FAVvsP,6,5,-1
223,Human,FAVvsMJP,0,12,12
223,Human,MDvsMIP/MJP,0,0,0
223,Human,FAVvsP,0,12,12
224,Human,FAVvsMJP,2.5,11,8.5
224,Human,MDvsMIP/MJP,2.5,9.5,7
224,Human,FAVvsP,0,8.5,8.5
225,Human,FAVvsMJP,6,6,0
225,Human,MDvsMIP/MJP,6,6,0
225,Human,FAVvsP,0,0,0
226,Human,FAVvsMJP,2,7.5,5.5
226,Human,MDvsMIP/MJP,2.5,6,3.5
226,Human,FAVvsP,4.5,2,-2.5
227,Human,FAVvsMJP,0.5,12,11.5
227,Human,MDvsMIP/MJP,3.5,4,0.5
227,Human,FAVvsP,0.5,12,11.5
228,Human,FAVvsMJP,1,6,5
228,Human,MDvsMIP/MJP,1.5,2.5,1
228,Human,FAVvsP,1,7.5,6.5
229,Human,FAVvsMJP,3,3.5,0.5
229,Human,MDvsMIP/MJP,8.5,9,0.5
229,Human,FAVvsP,6,2,-4
230,Human,FAVvsMJP,0,10,10
230,Human,MDvsMIP/MJP,0,0,0
230,Human,FAVvsP,0,12,12
231,Human,FAVvsMJP,6.5,6.5,0
231,Human,MDvsMIP/MJP,5.5,4.5,-1
231,Human,FAVvsP,4,7.5,3.5
232,Human,FAVvsMJP,4.5,11,6.5
232,Human,MDvsMIP/MJP,10.5,3,-7.5
232,Human,FAVvsP,4,7,3
233,Human,FAVvsMJP,4.5,9.5,5
233,Human,MDvsMIP/MJP,6,5.5,-0.5
233,Human,FAVvsP,0,5.5,5.5
234,Human,FAVvsMJP,4,8.5,4.5
234,Human,MDvsMIP/MJP,0,0,0
234,Human,FAVvsP,1,10.5,9.5
235,Human,FAVvsMJP,6,4.5,-1.5
235,Human,MDvsMIP/MJP,8.5,5.5,-3
235,Human,FAVvsP,5.5,6.5,1
236,Human,FAVvsMJP,0,12,12
236,Human,MDvsMIP/MJP,0,3,3
236,Human,FAVvsP,0,12,12
237,Human,FAVvsMJP,3.5,8.5,5
237,Human,MDvsMIP/MJP,7,9,2
237,Human,FAVvsP,4.5,5.5,1
238,Human,FAVvsMJP,5.5,6,0.5
238,Human,MDvsMIP/MJP,0,0,0
238,Human,FAVvsP,0,0,0
239,Human,FAVvsMJP,3,9,6
239,Human,MDvsMIP/MJP,0,0,0
239,Human,FAVvsP,0,12,12
240,Human,FAVvsMJP,3,9.5,6.5
240,Human,MDvsMIP/MJP,2.5,3,0.5
240,Human,FAVvsP,0,6,6
241,Human,FAVvsMJP,6,8.5,2.5
241,Human,MDvsMIP/MJP,0,0,0
241,Human,FAVvsP,12,6,-6
242,Human,FAVvsMJP,3,8,5
242,Human,MDvsMIP/MJP,3,0,-3
242,Human,FAVvsP,0,5,5
243,Human,FAVvsMJP,7.5,5,-2.5
243,Human,MDvsMIP/MJP,6,10.5,4.5
243,Human,FAVvsP,8.5,7,-1.5
244,Human,FAVvsMJP,4,8.5,4.5
244,Human,MDvsMIP/MJP,7.5,2,-5.5
244,Human,FAVvsP,3,6.5,3.5
245,Human,FAVvsMJP,0,6.5,6.5
245,Human,MDvsMIP/MJP,0,0,0
245,Human,FAVvsP,0,12,12
246,Human,FAVvsMJP,4,7.5,3.5
246,Human,MDvsMIP/MJP,0,4,4
246,Human,FAVvsP,0,4.5,4.5
247,Human,FAVvsMJP,5.5,6,0.5
247,Human,MDvsMIP/MJP,7,5.5,-1.5
247,Human,FAVvsP,7,7.5,0.5
248,Human,FAVvsMJP,6,6,0
248,Human,MDvsMIP/MJP,6,6.5,0.5
248,Human,FAVvsP,0,0,0
249,AI,FAVvsMJP,1,10,9
249,AI,MDvsMIP/MJP,1.5,10.5,9
249,AI,FAVvsP,0,10.5,10.5
250,AI,FAVvsMJP,0.5,11.5,11
250,AI,MDvsMIP/MJP,2.5,6,3.5
250,AI,FAVvsP,6,9,3
251,AI,FAVvsMJP,0,12,12
251,AI,MDvsMIP/MJP,0,0,0
251,AI,FAVvsP,0,12,12
252,AI,FAVvsMJP,5.5,8.5,3
252,AI,MDvsMIP/MJP,3.5,8,4.5
252,AI,FAVvsP,0,7,7
253,AI,FAVvsMJP,1.5,3.5,2
253,AI,MDvsMIP/MJP,0,3,3
253,AI,FAVvsP,8.5,5,-3.5
254,AI,FAVvsMJP,2.5,3,0.5
254,AI,MDvsMIP/MJP,4.5,6,1.5
254,AI,FAVvsP,10,10,0
255,AI,FAVvsMJP,0,12,12
255,AI,MDvsMIP/MJP,0,0,0
255,AI,FAVvsP,0,12,12
256,AI,FAVvsMJP,7,6,-1
256,AI,MDvsMIP/MJP,8,1,-7
256,AI,FAVvsP,4.5,0,-4.5
257,AI,FAVvsMJP,5.5,7.5,2
257,AI,MDvsMIP/MJP,6.5,4.5,-2
257,AI,FAVvsP,7.5,7.5,0
258,AI,FAVvsMJP,6,9.5,3.5
258,AI,MDvsMIP/MJP,5,3.5,-1.5
258,AI,FAVvsP,0,4,4
259,AI,FAVvsMJP,4,8.5,4.5
259,AI,MDvsMIP/MJP,3,8,5
259,AI,FAVvsP,0.5,3.5,3
260,AI,FAVvsMJP,3,9,6
260,AI,MDvsMIP/MJP,0,0,0
260,AI,FAVvsP,0,0,0
261,AI,FAVvsMJP,5,7,2
261,AI,MDvsMIP/MJP,3,8.5,5.5
261,AI,FAVvsP,0,3,3
262,AI,FAVvsMJP,0,11.5,11.5
262,AI,MDvsMIP/MJP,0,1,1
262,AI,FAVvsP,0,11.5,11.5
263,AI,FAVvsMJP,4,6.5,2.5
263,AI,MDvsMIP/MJP,3.5,3,-0.5
263,AI,FAVvsP,1,3.5,2.5
264,AI,FAVvsMJP,4,7,3
264,AI,MDvsMIP/MJP,4,6.5,2.5
264,AI,FAVvsP,2,0,-2
265,AI,FAVvsMJP,6,9,3
265,AI,MDvsMIP/MJP,6,9,3
265,AI,FAVvsP,6,0,-6
266,AI,FAVvsMJP,2,3,1
266,AI,MDvsMIP/MJP,3.5,3.5,0
266,AI,FAVvsP,4.5,4.5,0
267,AI,FAVvsMJP,5.5,6.5,1
267,AI,MDvsMIP/MJP,3,0,-3
267,AI,FAVvsP,0,0,0
268,AI,FAVvsMJP,0,0.5,0.5
268,AI,MDvsMIP/MJP,0,0,0
268,AI,FAVvsP,6,6,0
269,AI,FAVvsMJP,5,8.5,3.5
269,AI,MDvsMIP/MJP,0.5,0,-0.5
269,AI,FAVvsP,0.5,0.5,0
270,AI,FAVvsMJP,5,7,2
270,AI,MDvsMIP/MJP,2,6.5,4.5
270,AI,FAVvsP,0,7.5,7.5
271,AI,FAVvsMJP,7.5,9,1.5
271,AI,MDvsMIP/MJP,3.5,8,4.5
271,AI,FAVvsP,2,6,4
272,AI,FAVvsMJP,5.5,6,0.5
272,AI,MDvsMIP/MJP,6,6.5,0.5
272,AI,FAVvsP,0,0,0
273,AI,FAVvsMJP,6.5,6.5,0
273,AI,MDvsMIP/MJP,0,0,0
273,AI,FAVvsP,2,8,6
274,AI,FAVvsMJP,2,10.5,8.5
274,AI,MDvsMIP/MJP,1,2,1
274,AI,FAVvsP,2.5,6,3.5
275,AI,FAVvsMJP,6,3.5,-2.5
275,AI,MDvsMIP/MJP,3,9,6
275,AI,FAVvsP,0,0,0
276,AI,FAVvsMJP,3,6,3
276,AI,MDvsMIP/MJP,6,3.5,-2.5
276,AI,FAVvsP,0,6,6
277,AI,FAVvsMJP,5.5,4,-1.5
277,AI,MDvsMIP/MJP,4,7,3
277,AI,FAVvsP,6,5.5,-0.5
278,AI,FAVvsMJP,0,12,12
278,AI,MDvsMIP/MJP,0,0,0
278,AI,FAVvsP,0,12,12
279,AI,FAVvsMJP,10,4,-6
279,AI,MDvsMIP/MJP,7.5,6.5,-1
279,AI,FAVvsP,8,1.5,-6.5
280,AI,FAVvsMJP,5.5,7.5,2
280,AI,MDvsMIP/MJP,5,3.5,-1.5
280,AI,FAVvsP,5.5,7.5,2
281,AI,FAVvsMJP,2,10.5,8.5
281,AI,MDvsMIP/MJP,1.5,1.5,0
281,AI,FAVvsP,1,9.5,8.5
282,AI,FAVvsMJP,7,6,-1
282,AI,MDvsMIP/MJP,6,5,-1
282,AI,FAVvsP,0,0,0
283,AI,FAVvsMJP,7,6,-1
283,AI,MDvsMIP/MJP,9,7.5,-1.5
283,AI,FAVvsP,3.5,0.5,-3
284,AI,FAVvsMJP,4.5,6.5,2
284,AI,MDvsMIP/MJP,7.5,8,0.5
284,AI,FAVvsP,12,4.5,-7.5
285,AI,FAVvsMJP,0,12,12
285,AI,MDvsMIP/MJP,0,0,0
285,AI,FAVvsP,2,12,10
286,AI,FAVvsMJP,9.5,11,1.5
286,AI,MDvsMIP/MJP,5.5,8,2.5
286,AI,FAVvsP,1,9.5,8.5
287,AI,FAVvsMJP,9.5,2.5,-7
287,AI,MDvsMIP/MJP,7,5.5,-1.5
287,AI,FAVvsP,6,12,6
288,AI,FAVvsMJP,2.5,11,8.5
288,AI,MDvsMIP/MJP,3,2,-1
288,AI,FAVvsP,2.5,12,9.5
289,AI,FAVvsMJP,0,12,12
289,AI,MDvsMIP/MJP,0,0,0
289,AI,FAVvsP,0,12,12
290,AI,FAVvsMJP,4.5,8.5,4
290,AI,MDvsMIP/MJP,4,5.5,1.5
290,AI,FAVvsP,2.5,7.5,5
291,AI,FAVvsMJP,1.5,9.5,8
291,AI,MDvsMIP/MJP,0,2,2
291,AI,FAVvsP,0,9,9
292,AI,FAVvsMJP,11,0,-11
292,AI,MDvsMIP/MJP,6,0,-6
292,AI,FAVvsP,12,0,-12
293,AI,FAVvsMJP,0,11,11
293,AI,MDvsMIP/MJP,0,5.5,5.5
293,AI,FAVvsP,0,9.5,9.5
294,AI,FAVvsMJP,4,4.5,0.5
294,AI,MDvsMIP/MJP,3,6,3
294,AI,FAVvsP,4,5.5,1.5
295,AI,FAVvsMJP,5,7,2
295,AI,MDvsMIP/MJP,0,6.5,6.5
295,AI,FAVvsP,0,1.5,1.5
296,AI,FAVvsMJP,6,12,6
296,AI,MDvsMIP/MJP,5,1,-4
296,AI,FAVvsP,0,6,6
297,AI,FAVvsMJP,3,2,-1
297,AI,MDvsMIP/MJP,5.5,6.5,1
297,AI,FAVvsP,9,3,-6
298,AI,FAVvsMJP,0,12,12
298,AI,MDvsMIP/MJP,0,0,0
298,AI,FAVvsP,0,12,12
299,AI,FAVvsMJP,0,11.5,11.5
299,AI,MDvsMIP/MJP,0.5,0,-0.5
299,AI,FAVvsP,0,12,12
300,AI,FAVvsMJP,4.5,5,0.5
300,AI,MDvsMIP/MJP,4.5,7.5,3
300,AI,FAVvsP,5,2,-3
301,AI,FAVvsMJP,1.5,7.5,6
301,AI,MDvsMIP/MJP,4.5,9.5,5
301,AI,FAVvsP,0,2,2
302,AI,FAVvsMJP,2,11.5,9.5
302,AI,MDvsMIP/MJP,5.5,8,2.5
302,AI,FAVvsP,0.5,12,11.5
303,AI,FAVvsMJP,6,8.5,2.5
303,AI,MDvsMIP/MJP,1,5,4
303,AI,FAVvsP,0,6,6
304,AI,FAVvsMJP,1.5,10,8.5
304,AI,MDvsMIP/MJP,0,11.5,11.5
304,AI,FAVvsP,0,9.5,9.5
305,AI,FAVvsMJP,4.5,9.5,5
305,AI,MDvsMIP/MJP,7,5,-2
305,AI,FAVvsP,1.5,5,3.5
306,AI,FAVvsMJP,2,10.5,8.5
306,AI,MDvsMIP/MJP,0.5,0.5,0
306,AI,FAVvsP,1.5,10.5,9
307,AI,FAVvsMJP,0,12,12
307,AI,MDvsMIP/MJP,0,12,12
307,AI,FAVvsP,0,12,12
308,AI,FAVvsMJP,6,5.5,-0.5
308,AI,MDvsMIP/MJP,4,5.5,1.5
308,AI,FAVvsP,5.5,2.5,-3
309,AI,FAVvsMJP,4.5,8,3.5
309,AI,MDvsMIP/MJP,4.5,8,3.5
309,AI,FAVvsP,1,6,5
310,AI,FAVvsMJP,6,6,0
310,AI,MDvsMIP/MJP,12,9,-3
310,AI,FAVvsP,0,0,0
311,AI,FAVvsMJP,3.5,10,6.5
311,AI,MDvsMIP/MJP,0,11,11
311,AI,FAVvsP,0,11,11
312,AI,FAVvsMJP,2,10,8
312,AI,MDvsMIP/MJP,5,6.5,1.5
312,AI,FAVvsP,0.5,3.5,3
313,AI,FAVvsMJP,6,0,-6
313,AI,MDvsMIP/MJP,6,12,6
313,AI,FAVvsP,6,0,-6
314,AI,FAVvsMJP,5,5.5,0.5
314,AI,MDvsMIP/MJP,5.5,6.5,1
314,AI,FAVvsP,7,4.5,-2.5
315,AI,FAVvsMJP,6,9,3
315,AI,MDvsMIP/MJP,3,6,3
315,AI,FAVvsP,0,6,6
316,AI,FAVvsMJP,3,0,-3
316,AI,MDvsMIP/MJP,0,4,4
316,AI,FAVvsP,12,8,-4
317,AI,FAVvsMJP,11.5,3.5,-8
317,AI,MDvsMIP/MJP,12,12,0
317,AI,FAVvsP,5,0,-5
318,AI,FAVvsMJP,0,12,12
318,AI,MDvsMIP/MJP,0,8.5,8.5
318,AI,FAVvsP,3,12,9
319,AI,FAVvsMJP,6,12,6
319,AI,MDvsMIP/MJP,0,0,0
319,AI,FAVvsP,0.5,0,-0.5
320,AI,FAVvsMJP,4.5,7,2.5
320,AI,MDvsMIP/MJP,6.5,3,-3.5
320,AI,FAVvsP,8,6.5,-1.5
321,AI,FAVvsMJP,6,6,0
321,AI,MDvsMIP/MJP,6,6,0
321,AI,FAVvsP,0,0,0
322,AI,FAVvsMJP,1,6.5,5.5
322,AI,MDvsMIP/MJP,2,3,1
322,AI,FAVvsP,0.5,4,3.5
323,AI,FAVvsMJP,4,1,-3
323,AI,MDvsMIP/MJP,5,4.5,-0.5
323,AI,FAVvsP,9.5,0,-9.5
324,AI,FAVvsMJP,7,11.5,4.5
324,AI,MDvsMIP/MJP,8,6.5,-1.5
324,AI,FAVvsP,6.5,10.5,4
325,AI,FAVvsMJP,6,6,0
325,AI,MDvsMIP/MJP,0.5,0.5,0
325,AI,FAVvsP,0,0,0
326,AI,FAVvsMJP,9,6.5,-2.5
326,AI,MDvsMIP/MJP,7.5,10,2.5
326,AI,FAVvsP,10,8,-2
327,AI,FAVvsMJP,6,6,0
327,AI,MDvsMIP/MJP,9,12,3
327,AI,FAVvsP,0,0,0
328,AI,FAVvsMJP,4,3.5,-0.5
328,AI,MDvsMIP/MJP,6,6.5,0.5
328,AI,FAVvsP,3.5,3.5,0
329,AI,FAVvsMJP,4.5,4,-0.5
329,AI,MDvsMIP/MJP,0,8,8
329,AI,FAVvsP,1,11,10
330,AI,FAVvsMJP,7,9.5,2.5
330,AI,MDvsMIP/MJP,5,7.5,2.5
330,AI,FAVvsP,4.5,8,3.5
331,AI,FAVvsMJP,0,10.5,10.5
331,AI,MDvsMIP/MJP,0,0,0
331,AI,FAVvsP,0,11,11
332,AI,FAVvsMJP,3.5,7,3.5
332,AI,MDvsMIP/MJP,9,0.5,-8.5
332,AI,FAVvsP,7.5,12,4.5
333,AI,FAVvsMJP,7,6,-1
333,AI,MDvsMIP/MJP,7,6.5,-0.5
333,AI,FAVvsP,2.5,3.5,1
334,AI,FAVvsMJP,0,11.5,11.5
334,AI,MDvsMIP/MJP,5,9.5,4.5
334,AI,FAVvsP,0,3.5,3.5
335,AI,FAVvsMJP,3.5,7,3.5
335,AI,MDvsMIP/MJP,7.5,7,-0.5
335,AI,FAVvsP,7,0,-7
336,AI,FAVvsMJP,5,7,2
336,AI,MDvsMIP/MJP,5,6.5,1.5
336,AI,FAVvsP,4,4.5,0.5
337,AI,FAVvsMJP,1,8.5,7.5
